,0
weight,58.47666265949128
height,16.581898891272413
gender,9.428660488337991
transport_2,2.1613311508051867
snacking,2.055074128898268
transport_1,1.8960386087182444
transport_3,1.7288739349455715
screen_time,1.503272104503894
alcohol,1.4926231646573442
age,1.4072614963369667
physical_activity,1.391472699334164
high_cal_food,1.3404701541326554
family_history,1.311830354694645
smoking,0.20995514299842258
