,0
weight,0.45463929195370134
height,0.24028944618918693
gender,0.15292287318711353
age,0.05213111175743635
alcohol,0.02890936989249121
high_cal_food,0.020366547460086825
snacking,0.015964049483013457
physical_activity,0.008858010972516945
screen_time,0.007170472238133806
transport_1,0.006044000034435257
smoking,0.004843027637845814
family_history,0.004406286458537044
transport_2,0.003455512735501305
transport_3,0.0
